dataset,code,name
BOP,BEFOODDCRAI_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Repayment of Arrears, Interest, National Currency"
BOP,BEFOODDCRAP_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Repayment of Arrears, Principal, Euros"
BOP,BEFOODDCRAP_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Repayment of Arrears, Principal, US Dollars"
BOP,BEFOODDCRAP_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Repayment of Arrears, Principal, National Currency"
BOP,BEFOODDCRA_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Repayment of Arrears, Euros"
BOP,BEFOODDCRA_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Repayment of Arrears, US Dollars"
BOP,BEFOODDCRA_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Repayment of Arrears, National Currency"
BOP,BEFOODDCRPI_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Payments Due in Current Reporting Period, Interest, Euros"
BOP,BEFOODDCRPI_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Payments Due in Current Reporting Period, Interest, US Dollars"
BOP,BEFOODDCRPI_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Payments Due in Current Reporting Period, Interest, National Currency"
BOP,BEFOODDCRPP_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Payments Due in Current Reporting Period, Principal, Euros"
BOP,BEFOODDCRPP_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Payments Due in Current Reporting Period, Principal, US Dollars"
BOP,BEFOODDCRPP_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Payments Due in Current Reporting Period, Principal, National Currency"
BOP,BEFOODDCRP_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Payments Due in Current Reporting Period, Euros"
BOP,BEFOODDCRP_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Payments Due in Current Reporting Period, US Dollars"
BOP,BEFOODDCRP_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Payments Due in Current Reporting Period, National Currency"
BOP,BEFOODDCSAI_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Arrears, Interest, Euros"
BOP,BEFOODDCSAI_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Arrears, Interest, US Dollars"
BOP,BEFOODDCSAI_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Arrears, Interest, National Currency"
BOP,BEFOODDCSAP_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Arrears, Principal, Euros"
BOP,BEFOODDCSAP_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Arrears, Principal, US Dollars"
BOP,BEFOODDCSAP_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Arrears, Principal, National Currency"
BOP,BEFOODDCSA_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Arrears, Euros"
BOP,BEFOODDCSA_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Arrears, US Dollars"
BOP,BEFOODDCSA_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Rescheduling of Arrears, National Currency"
BOP,BEFOODDC_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, Euros"
BOP,BEFOODDC_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, US Dollars"
BOP,BEFOODDC_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Deposit-taking Corporations, Except Central Bank, National Currency"
BOP,BEFOODGAAI_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Accumulation of Arrears, Original Interest, Euros"
BOP,BEFOODGAAI_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Accumulation of Arrears, Original Interest, US Dollars"
BOP,BEFOODGAAI_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Accumulation of Arrears, Original Interest, National Currency"
BOP,BEFOODGAAPI_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Accumulation of Arrears, Penalty Interest, Euros"
BOP,BEFOODGAAPI_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Accumulation of Arrears, Penalty Interest, US Dollars"
BOP,BEFOODGAAPI_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Accumulation of Arrears, Penalty Interest, National Currency"
BOP,BEFOODGAAP_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Accumulation of Arrears, Principal, Euros"
BOP,BEFOODGAAP_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Accumulation of Arrears, Principal, US Dollars"
BOP,BEFOODGAAP_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Accumulation of Arrears, Principal, National Currency"
BOP,BEFOODGAA_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Accumulation of Arrears, Euros"
BOP,BEFOODGAA_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Accumulation of Arrears, US Dollars"
BOP,BEFOODGAA_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Accumulation of Arrears, National Currency"
BOP,BEFOODGCAI_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Cancellation of Arrears, Interest, Euros"
BOP,BEFOODGCAI_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Cancellation of Arrears, Interest, US Dollars"
BOP,BEFOODGCAI_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Cancellation of Arrears, Interest, National Currency"
BOP,BEFOODGCAP_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Cancellation of Arrears, Principal, Euros"
BOP,BEFOODGCAP_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Cancellation of Arrears, Principal, US Dollars"
BOP,BEFOODGCAP_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Cancellation of Arrears, Principal, National Currency"
BOP,BEFOODGCA_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Cancellation of Arrears, Euros"
BOP,BEFOODGCA_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Cancellation of Arrears, US Dollars"
BOP,BEFOODGCA_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Cancellation of Arrears, National Currency"
BOP,BEFOODGND_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, New Drawings/Deposits, Euros"
BOP,BEFOODGND_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, New Drawings/Deposits, US Dollars"
BOP,BEFOODGND_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, New Drawings/Deposits, National Currency"
BOP,BEFOODGPP_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Prepayment, Euros"
BOP,BEFOODGPP_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Prepayment, US Dollars"
BOP,BEFOODGPP_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Prepayment, National Currency"
BOP,BEFOODGRAI_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Repayment of Arrears, Interest, Euros"
BOP,BEFOODGRAI_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Repayment of Arrears, Interest, US Dollars"
BOP,BEFOODGRAI_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Repayment of Arrears, Interest, National Currency"
BOP,BEFOODGRAP_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Repayment of Arrears, Principal, Euros"
BOP,BEFOODGRAP_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Repayment of Arrears, Principal, US Dollars"
BOP,BEFOODGRAP_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Repayment of Arrears, Principal, National Currency"
BOP,BEFOODGRA_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Repayment of Arrears, Euros"
BOP,BEFOODGRA_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Repayment of Arrears, US Dollars"
BOP,BEFOODGRA_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Repayment of Arrears, National Currency"
BOP,BEFOODGRPI_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Payments Due in Current Reporting Period, Interest, Euros"
BOP,BEFOODGRPI_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Payments Due in Current Reporting Period, Interest, US Dollars"
BOP,BEFOODGRPI_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Payments Due in Current Reporting Period, Interest, National Currency"
BOP,BEFOODGRPP_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Payments Due in Current Reporting Period, Principal, Euros"
BOP,BEFOODGRPP_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Payments Due in Current Reporting Period, Principal, US Dollars"
BOP,BEFOODGRPP_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Payments Due in Current Reporting Period, Principal, National Currency"
BOP,BEFOODGRP_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Payments Due in Current Reporting Period, Euros"
BOP,BEFOODGRP_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Payments Due in Current Reporting Period, US Dollars"
BOP,BEFOODGRP_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Payments Due in Current Reporting Period, National Currency"
BOP,BEFOODGSAI_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Arrears, Interest, Euros"
BOP,BEFOODGSAI_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Arrears, Interest, US Dollars"
BOP,BEFOODGSAI_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Arrears, Interest, National Currency"
BOP,BEFOODGSAP_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Arrears, Principal, Euros"
BOP,BEFOODGSAP_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Arrears, Principal, US Dollars"
BOP,BEFOODGSAP_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Arrears, Principal, National Currency"
BOP,BEFOODGSA_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Arrears, Euros"
BOP,BEFOODGSA_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Arrears, US Dollars"
BOP,BEFOODGSA_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Rescheduling of Arrears, National Currency"
BOP,BEFOODG_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, Euros"
BOP,BEFOODG_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, US Dollars"
BOP,BEFOODG_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, General Government, National Currency"
BOP,BEFOODOAAI_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Other Sectors, Accumulation of Arrears, Original Interest, Euros"
BOP,BEFOODOAAI_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Other Sectors, Accumulation of Arrears, Original Interest, US Dollars"
BOP,BEFOODOAAI_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Other Sectors, Accumulation of Arrears, Original Interest, National Currency"
BOP,BEFOODOAAPI_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Other Sectors, Accumulation of Arrears, Penalty Interest, Euros"
BOP,BEFOODOAAPI_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Other Sectors, Accumulation of Arrears, Penalty Interest, US Dollars"
BOP,BEFOODOAAPI_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Other Sectors, Accumulation of Arrears, Penalty Interest, National Currency"
BOP,BEFOODOAAP_BP6_EUR,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Other Sectors, Accumulation of Arrears, Principal, Euros"
BOP,BEFOODOAAP_BP6_USD,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Other Sectors, Accumulation of Arrears, Principal, US Dollars"
BOP,BEFOODOAAP_BP6_XDC,"Exceptional Financing, Other Investment - Liabilities, Other Debt Instruments, Other Sectors, Accumulation of Arrears, Principal, National Currency"
